0.981644,0.000000,
0.985264,0.012092,
0.977092,0.023986,
0.968619,0.035676,
0.967894,0.047550,
0.981037,0.060271,
0.993850,0.073311,
0.986893,0.084986,
0.992182,0.097721,
0.971741,0.107764,
0.991878,0.122336,
0.973373,0.132200,
0.984798,0.146081,
0.969935,0.156064,
0.970193,0.168345,
0.978908,0.182258,
0.961599,0.191274,
0.966849,0.204684,
0.975363,0.219025,
0.951291,0.225917,
0.962839,0.241179,
0.948803,0.250076,
0.926619,0.256430,
0.943624,0.273646,
0.933652,0.283220,
0.945929,0.299669,
0.940088,0.310563,
0.922749,0.317447,
0.916394,0.327891,
0.901794,0.335206,
0.922258,0.355754,
0.902728,0.361008,
0.893899,0.370265,
0.906395,0.388540,
0.878058,0.389216,
0.887223,0.406378,
0.886910,0.419477,
0.881943,0.430450,
0.883451,0.444692,
0.880532,0.456851,
0.876132,0.468302,
0.841111,0.462943,
0.858362,0.486256,
0.839587,0.489326,
0.846466,0.507352,
0.832153,0.512758,
0.841418,0.532822,
0.824101,0.536137,
0.819842,0.547801,
0.823333,0.564870,
0.809497,0.570112,
0.802943,0.580366,
0.791380,0.586928,
0.793258,0.603549,
0.777387,0.606678,
0.759651,0.607983,
0.764087,0.627070,
0.763838,0.642713,
0.742905,0.640835,
0.732400,0.647617,
0.714518,0.647601,
0.709675,0.659254,
0.711257,0.677173,
0.687601,0.670929,
0.691960,0.691960,
0.678709,0.695574,
0.681824,0.716143,
0.665184,0.716059,
0.655043,0.722728,
0.653530,0.739088,
0.644068,0.746654,
0.629771,0.748456,
0.610899,0.744383,
0.600124,0.749831,
0.610674,0.782506,
0.604671,0.794732,
0.578421,0.779911,
0.569766,0.788277,
0.556767,0.790549,
0.564486,0.822773,
0.551395,0.825221,
0.538358,0.827516,
0.519107,0.819759,
0.508823,0.825767,
0.510776,0.852179,
0.498167,0.854756,
0.482421,0.851592,
0.477651,0.867834,
0.453593,0.848613,
0.446799,0.861157,
0.448149,0.890319,
0.425235,0.871258,
0.421767,0.891751,
0.414644,0.905270,
0.393017,0.886632,
0.383743,0.895205,
0.368021,0.888481,
0.358992,0.897687,
0.351031,0.910014,
0.343220,0.923354,
0.333525,0.932140,
0.318656,0.926265,
0.307224,0.929981,
0.299514,0.945440,
0.282475,0.931196,
0.271950,0.937776,
0.262274,0.947735,
0.248994,0.944700,
0.235929,0.941881,
0.228607,0.962618,
0.213728,0.951773,
0.203097,0.959357,
0.189567,0.953017,
0.175820,0.944329,
0.168004,0.968228,
0.156572,0.973091,
0.142066,0.957728,
0.132735,0.977312,
0.119849,0.971710,
0.109352,0.986057,
0.096503,0.979814,
0.083713,0.972105,
0.072184,0.978571,
0.060773,0.989197,
0.048155,0.980218,
0.036045,0.978624,
0.023988,0.977144,
0.011945,0.973297,
0.000000,0.962446,
-0.011811,0.962409,
-0.024371,0.992781,
-0.036394,0.988106,
-0.047566,0.968231,
-0.060652,0.987236,
-0.070662,0.957943,
-0.082619,0.959402,
-0.095058,0.965144,
-0.106702,0.962165,
-0.117749,0.954681,
-0.133865,0.985631,
-0.146013,0.984340,
-0.155563,0.966822,
-0.170057,0.980062,
-0.177493,0.953312,
-0.187968,0.944977,
-0.204228,0.964699,
-0.213961,0.952814,
-0.222321,0.936150,
-0.240033,0.958266,
-0.246093,0.933692,
